Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),LIVING:Zone Operative Temperature [C](Hourly),BEDROOM1:Zone Operative Temperature [C](Hourly),KITCHEN:AFN Zone Infiltration Air Change Rate [ach](Hourly),LIVING:AFN Zone Infiltration Air Change Rate [ach](Hourly),BEDROOM1:AFN Zone Infiltration Air Change Rate [ach](Hourly),KITCHEN:Zone Air System Sensible Heating Energy [J](RunPeriod),KITCHEN:Zone Air Relative Humidity [%](Hourly),BEDROOM3:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM2:Zone Air System Sensible Heating Energy [J](RunPeriod),DINING:Zone Air System Sensible Heating Energy [J](RunPeriod),LIVING:Zone Air System Sensible Heating Energy [J](RunPeriod),LIVING:Zone Air Relative Humidity [%](Hourly),TOPHALL:Zone Air System Sensible Heating Energy [J](RunPeriod),STAIRCASE:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM1:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM1:Zone Air Relative Humidity [%](Hourly),BATH1:Zone Air System Sensible Heating Energy [J](RunPeriod),BATH1:Zone Air Relative Humidity [%](Hourly),HALL:Zone Air System Sensible Heating Energy [J](RunPeriod),KITCHEN:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),LIVING:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),BEDROOM1:Zone Air Generic Air Contaminant Concentration [ppm](Hourly) 
 01/01  01:00:00,2.93333333333333,90.7333333333333,14.7441211186061,12.936471649082,0.395611639887921,0.201825644081496,8.663449323066945E-002,,42.6931491871501,,,,,39.0506099774658,,,,46.5276607328366,,53.3005515770525,,4.873128227055911E-002,4.654689794014263E-002,3.603757443608686E-002 
 01/01  02:00:00,4.26666666666667,91.1666666666667,14.5232394942472,12.6058658079311,0.463151260078875,0.136615433418909,2.666583708144417E-002,,45.7493648654392,,,,,40.4877640199241,,,,46.9383543495923,,57.1234339731542,,4.870746706006210E-002,4.535860132184290E-002,3.519034653979443E-002 
 01/01  03:00:00,4.36666666666667,91.7666666666667,14.2637874669137,12.337422708027,0.621495633681943,0.129733639149231,0.0,,49.4116712560394,,,,,43.2788578875633,,,,47.5425730688101,,59.3110864425753,,4.883383428287724E-002,4.481948066657947E-002,3.432120343444072E-002 
 01/01  04:00:00,4.86666666666667,89.8666666666667,14.0129570624606,12.1065105418347,0.728374049097089,8.970417927099635E-002,0.0,,52.1423312995015,,,,,46.0828300305517,,,,49.2961760250011,,61.8565747382748,,4.944005237156503E-002,4.598753005434423E-002,3.592737606069843E-002 
 01/01  05:00:00,5.16666666666667,88.9,13.7858696042861,11.9016440459182,0.843222804925656,6.270246000275190E-002,0.0,,54.2896496470093,,,,,48.1656938635729,,,,51.8013473136532,,64.1181126518482,,5.022529082940003E-002,4.665386317432312E-002,3.828705902066721E-002 
 01/01  06:00:00,5.2,88.9,13.5793693562251,11.7081015839663,0.758554470436708,1.489736134899341E-002,0.0,,55.8547354747087,,,,,49.6746026884861,,,,54.1526074810558,,65.6311098507949,,5.092837641756170E-002,4.641213458414939E-002,3.971251871503989E-002 
 01/01  07:00:00,5.33333333333333,89.9666666666667,16.7095090510208,14.1004393976359,0.722611667197625,1.320443198064250E-002,0.0,,42.1533721561287,,,,,35.9641092663746,,,,42.3565887043561,,56.1107135722071,,5.072729539380969E-002,4.529506169010000E-002,3.980648426715349E-002 
 01/01  08:00:00,5.33333333333333,92.5666666666667,18.6155188517387,15.8280143477191,0.654011748027783,7.782456687484057E-002,0.0,,38.3600064719958,,,,,32.3390035709413,,,,38.2955534334314,,53.5269910697845,,5.007808093663180E-002,4.424050456031603E-002,3.944023032275751E-002 
 01/01  09:00:00,5.23333333333333,94.6,16.3436998824928,14.2561083183518,0.648688522014065,9.536766338789221E-002,0.0,,49.1322227759528,,,,,42.6970138327469,,,,47.3121128627316,,62.4706028826192,,4.937375946401349E-002,4.437397844244997E-002,3.892552632849414E-002 
 01/01  10:00:00,5.46666666666667,95.2333333333333,14.9723195610573,13.2077224322546,0.648157469338143,9.015810686793689E-002,0.0,,54.0421321357277,,,,,47.5031103273217,,,,51.5323026296304,,66.2140524480574,,4.907669026084149E-002,4.474616661408514E-002,3.846014488626409E-002 
 01/01  11:00:00,5.93333333333333,95.3,14.5743940700856,12.7892228468169,0.676208577796061,1.631128449183453E-002,0.0,,57.0397103786913,,,,,49.9204679714509,,,,54.1237872865062,,69.1685200440801,,4.892006943438040E-002,4.478563127156229E-002,3.810735457664812E-002 
 01/01  12:00:00,6.16666666666667,95.4333333333333,14.3669066052991,12.5087889649237,0.626630952476536,0.0,0.0,,59.6934023831323,,,,,51.3904439678727,,,,56.4440728611903,,71.8263704790267,,4.947521046852660E-002,4.243816815140288E-002,3.773575628163179E-002 
 01/01  13:00:00,6.26666666666667,95.4333333333333,14.1227664941415,12.2264144374244,0.651449943107209,0.336441689114357,0.426521632528873,,61.2948733627451,,,,,53.2961548061776,,,,59.361383332485,,73.2317295259834,,4.837906162307073E-002,4.185247945583703E-002,3.967237410034433E-002 
 01/01  14:00:00,5.36666666666667,95.2666666666667,13.8716561271523,12.0446031762935,0.911450759891728,0.132420487578838,0.0,,62.1625972961324,,,,,55.4138928504618,,,,61.2380447593056,,74.8501177584945,,4.994482646501283E-002,4.486352255790743E-002,3.961129241491163E-002 
 01/01  15:00:00,4.63333333333333,96.2,13.5873645104883,11.8361412824467,0.769441996839778,0.160172345217341,0.0,,60.8820771305301,,,,,55.5276600327031,,,,62.4020090759113,,72.1569170669996,,5.147969597888351E-002,4.739810396836480E-002,3.972192538401795E-002 
 01/01  16:00:00,4.1,95.5,13.3209585054251,11.5942797078759,0.724884022654765,0.160398443125693,0.0,,59.6043797389543,,,,,54.5679616606008,,,,62.5589000083114,,70.9170413092409,,5.153022652328393E-002,4.836154163179120E-002,4.071961679413938E-002 
 01/01  17:00:00,3.5,93.7666666666667,13.0651525871065,11.3423841105191,0.584952670653439,0.161994332689824,0.0,,57.8000949827945,,,,,53.3564433661446,,,,62.0616137968503,,69.4335021027429,,5.117888224207379E-002,4.848237309902137E-002,4.093223212061730E-002 
 01/01  18:00:00,3.16666666666667,93.1333333333333,16.1924072932746,13.7030911719787,0.526527886660404,0.18710329708697,0.0,,41.8359095030794,,,,,36.9617840883907,,,,46.7215723407838,,57.0457194490309,,5.066318824332715E-002,4.826661634155183E-002,4.032441209552329E-002 
 01/01  19:00:00,2.83333333333333,94.1,18.0959958478644,15.4093453760375,0.588607156113698,0.188773642204813,0.0,,36.6050852048844,,,,,31.7889151732597,,,,40.6180825732809,,51.8308364124474,,5.055266986749609E-002,4.820194947940016E-002,3.966566922304145E-002 
 01/01  20:00:00,2.56666666666667,94.6666666666667,19.0532173688895,16.4292110590858,0.701689901178399,0.20266492442843,0.0,,33.664693655448,,,,,28.8285472766963,,,,36.3962000021628,,47.5601861366543,,5.102178773563304E-002,4.853546347234539E-002,3.949306117664281E-002 
 01/01  21:00:00,2.36666666666667,94.6333333333333,19.7405044147442,17.2087960370015,0.548694385917061,0.21768370205938,0.0,,31.7088026214451,,,,,27.0891758915999,,,,33.6255469813721,,44.6041858131589,,5.133702553378847E-002,4.893449070970224E-002,3.962360784151755E-002 
 01/01  22:00:00,2.23333333333333,93.3333333333333,17.2010772613302,15.2726554380734,0.43481324884599,0.187013610863405,5.892893031512594E-002,,40.1078927495113,,,,,35.5990748623508,,,,41.6672292584881,,51.435561371606,,5.069503036063860E-002,4.852311267837339E-002,3.938543743355884E-002 
 01/01  23:00:00,2.06666666666667,92.6333333333333,15.6789952002489,13.9849135803648,0.455447263412459,0.20900940877807,8.852155380996039E-002,,43.3077590785329,,,,,39.2565571629556,,,,45.2652278326627,,53.2149015352112,,5.001728972038818E-002,4.767489768326721E-002,3.893207302945573E-002 
 01/01  24:00:00,0.933333333333333,92.2,15.046079983909,13.3160144346378,0.368325881716834,0.179828195145088,0.0,,43.2995402700516,,,,,39.6324619387277,,,,46.269386206952,,53.2821551902806,,4.915795618239196E-002,4.696307412604570E-002,3.721074192787677E-002 
 01/02  01:00:00,1.26666666666667,91.0666666666667,14.6454727390725,12.8495377815494,0.404462553941342,0.166223847750132,0.0,,42.3519775201447,,,,,38.9006879831096,,,,46.7036926499224,,52.4991939243605,,4.863422188773330E-002,4.656174261822184E-002,3.550514194816091E-002 
 01/02  02:00:00,1.56666666666667,90.6,14.3435218202078,12.4799233283083,0.483000412174914,0.156103764562047,0.0,,42.5629129608538,,,,,38.7304486526356,,,,46.5547288607713,,52.5066913235715,,4.863238779729035E-002,4.626412076552014E-002,3.467433562790374E-002 
 01/02  03:00:00,1.36666666666667,89.3333333333333,14.0472579548773,12.1219903200599,0.381356504526311,0.184591986155772,9.850176549753871E-002,,43.0327946553789,,,,,39.2223470106443,,,,46.4110628706115,,52.1354919757902,,4.866069960039169E-002,4.615599967493263E-002,3.544513392201249E-002 
 01/02  04:00:00,1.23333333333333,88.6333333333333,13.8221140526564,11.8405199382067,0.376282500946152,0.107378380894943,0.0,,43.0013129499416,,,,,39.2811588087565,,,,46.3868641311674,,51.5465509400633,,4.659559405576891E-002,4.493420524043309E-002,3.481101074615078E-002 
