Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),BEDROOM1:Zone Operative Temperature [C](Hourly),LIVING:Zone Operative Temperature [C](Hourly),KITCHEN:AFN Zone Infiltration Air Change Rate [ach](Hourly),BEDROOM1:AFN Zone Infiltration Air Change Rate [ach](Hourly),LIVING:AFN Zone Infiltration Air Change Rate [ach](Hourly),TOPHALL:Zone Air System Sensible Heating Energy [J](RunPeriod),KITCHEN:Zone Air System Sensible Heating Energy [J](RunPeriod),KITCHEN:Zone Air Relative Humidity [%](Hourly),BEDROOM2:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM1:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM1:Zone Air Relative Humidity [%](Hourly),BATH1:Zone Air System Sensible Heating Energy [J](RunPeriod),BATH1:Zone Air Relative Humidity [%](Hourly),STAIRCASE:Zone Air System Sensible Heating Energy [J](RunPeriod),DINING:Zone Air System Sensible Heating Energy [J](RunPeriod),HALL:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM3:Zone Air System Sensible Heating Energy [J](RunPeriod),LIVING:Zone Air System Sensible Heating Energy [J](RunPeriod),LIVING:Zone Air Relative Humidity [%](Hourly),KITCHEN:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),BEDROOM1:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),LIVING:Zone Air Generic Air Contaminant Concentration [ppm](Hourly) 
 01/01  11:00:00,8.86666666666667,78.4166666666667,15.1069970529201,14.2148277898141,0.787413911436217,0.0,0.102203708343272,,,56.3307060520146,,,57.2448856605398,,58.7297613896834,,,,,,57.1711401578992,5.169466956794425E-002,4.141217255924772E-002,4.379100161713861E-002 
 01/01  12:00:00,9.78333333333333,69.25,15.0980586898861,14.2555012174763,0.850265965246151,0.0,3.535601340479736E-002,,,55.3766897763655,,,55.3802960949046,,57.0609438314352,,,,,,56.6278185042005,5.221460454443665E-002,4.304119706789502E-002,4.330278490878173E-002 
 01/01  13:00:00,9.73333333333333,65.3333333333333,15.2840896973431,14.6221100101645,1.0281821319345,0.0,0.0,,,51.9967887801045,,,52.5260710072273,,52.534674669503,,,,,,54.5039398297907,5.267806391575830E-002,4.471444453246535E-002,4.225337958667008E-002 
 01/01  14:00:00,10.0416666666667,67.,15.446135537036,14.9147120917556,0.996295706864453,0.0,0.0,,,50.9070224118672,,,49.5032675632642,,52.4184839048541,,,,,,51.9846476377816,5.278788060122863E-002,4.553463237309994E-002,4.174203015831920E-002 
 01/01  15:00:00,10.5583333333333,65.8333333333333,15.6623119061026,15.2312703478838,0.753745517289718,0.0,0.0,,,51.808713600674,,,47.8933116726275,,54.1555804466564,,,,,,50.1432026938676,5.145443121425822E-002,4.407297981553743E-002,4.159770084859021E-002 
 01/01  16:00:00,10.4833333333333,65.,15.4841364796357,14.9191713923359,0.6501214901151,0.0,0.0,,,50.420334872217,,,47.984745716237,,53.8056483095189,,,,,,50.333185392001,4.985022178346874E-002,4.202550050725862E-002,4.123253970200601E-002 
 01/01  17:00:00,10.4,62.0833333333333,15.2599363050003,14.5787982548682,0.547756375229316,0.268544189279688,0.290689018840378,,,49.4863804754737,,,48.100981934816,,53.0024368644517,,,,,,50.8057682075955,4.829668258896760E-002,4.304880118337001E-002,4.159758626580677E-002 
 01/01  18:00:00,10.1083333333333,64.0833333333333,15.1403945996993,14.4945863163315,0.637598967689298,0.0,3.554262691314316E-003,,,49.5014750180698,,,47.575593867723,,51.7974533033177,,,,,,50.3394864895547,4.899169506709831E-002,4.312715103534454E-002,4.149112219816411E-002 
 01/01  19:00:00,9.375,65.25,15.0191054508515,14.5586921020601,0.795334048039504,0.0,0.201866731362019,,,71.2787125220918,,,47.619915476392,,52.2929187241049,,,,,,49.7747042939515,4.940558564642969E-002,4.367229830635847E-002,4.302119660963256E-002 
 01/01  20:00:00,8.88333333333333,66.3333333333333,14.9676091254453,14.953699367184,0.879665177491638,0.0,0.153706746016068,,,58.5790179965802,,,48.2774226589559,,51.3130551363324,,,,,,48.3448294954079,5.092926170695768E-002,4.235563518290646E-002,4.549845035708493E-002 
 01/01  21:00:00,9.26666666666667,68.5833333333333,14.8999846770605,15.2013463294356,0.637090152035983,0.0,6.218224687873299E-002,,,58.5240404483997,,,49.4104261957611,,52.3134591780537,,,,,,49.7172147030976,5.169832684939728E-002,4.124526542602890E-002,4.574183401377264E-002 
 01/01  22:00:00,9.25,70.1666666666667,14.8282962122019,15.3390456657854,0.580169000425639,0.0,2.322463468713143E-002,,,58.8265448545273,,,49.5220690986208,,53.4643995480939,,,,,,51.4973808497416,5.071389944302457E-002,4.170632800630803E-002,4.424419353872058E-002 
 01/01  23:00:00,8.94166666666667,76.25,14.8612898806324,14.8592632160037,0.475581941527904,0.0,2.520214839285491E-002,,,55.3389466601893,,,49.4565623288187,,53.9222440603999,,,,,,54.4168574550349,4.954308932459956E-002,4.130504325005361E-002,4.234110441829152E-002 
