Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),BEDROOM1:Zone Operative Temperature [C](Hourly),LIVING:Zone Operative Temperature [C](Hourly),KITCHEN:AFN Zone Infiltration Air Change Rate [ach](Hourly),BEDROOM1:AFN Zone Infiltration Air Change Rate [ach](Hourly),LIVING:AFN Zone Infiltration Air Change Rate [ach](Hourly),TOPHALL:Zone Air System Sensible Heating Energy [J](RunPeriod),KITCHEN:Zone Air System Sensible Heating Energy [J](RunPeriod),KITCHEN:Zone Air Relative Humidity [%](Hourly),BEDROOM2:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM1:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM1:Zone Air Relative Humidity [%](Hourly),BATH1:Zone Air System Sensible Heating Energy [J](RunPeriod),BATH1:Zone Air Relative Humidity [%](Hourly),STAIRCASE:Zone Air System Sensible Heating Energy [J](RunPeriod),DINING:Zone Air System Sensible Heating Energy [J](RunPeriod),HALL:Zone Air System Sensible Heating Energy [J](RunPeriod),BEDROOM3:Zone Air System Sensible Heating Energy [J](RunPeriod),LIVING:Zone Air System Sensible Heating Energy [J](RunPeriod),LIVING:Zone Air Relative Humidity [%](Hourly),KITCHEN:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),BEDROOM1:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),LIVING:Zone Air Generic Air Contaminant Concentration [ppm](Hourly) 
 03/27  22:00:00,7.26666666666667,85.,18.8037522555323,17.8624170110411,0.170938163280461,0.31533911156511,0.352003576636177,,,63.8459479549019,,,45.8214982140037,,56.3289320349934,,,,,,55.3399299547862,4.343951210938417E-002,3.696348833666633E-002,4.480454641824064E-002 
 03/27  23:00:00,7.15833333333333,82.6666666666667,18.7691123654579,17.3323509961045,0.192983844437586,0.187213325935817,0.267281797871214,,,58.7372921476445,,,45.2111958751259,,55.9201940836436,,,,,,54.7978703995689,4.276770293069342E-002,3.819525652808391E-002,4.541248006534809E-002 
 03/27  24:00:00,6.85,84.5,18.975389522927,17.0875707547602,0.227240373095419,4.121048110808243E-002,0.15891254727796,,,54.1015892457487,,,44.9283070899256,,55.4845780281123,,,,,,51.671648146508,4.304406898298101E-002,3.555633675450135E-002,4.400401282791654E-002 
 03/28  01:00:00,6.25,94.5833333333333,19.0620785141275,16.9024342541879,0.225145536225567,5.075468233741456E-002,0.176185080846285,,,51.598759547055,,,45.0821783306203,,54.4422281616891,,,,,,49.9644343132078,4.336202986084803E-002,3.386545412443296E-002,4.318609925242527E-002 
 03/28  02:00:00,5.24166666666667,100.,19.077013781936,16.7281746973033,0.240075502741329,6.226179636507784E-002,0.199926985734251,,,51.2596094822405,,,44.9072149428356,,53.3814740149876,,,,,,49.6463024575035,4.362864663594249E-002,3.319327805275699E-002,4.319711596713448E-002 
 03/28  03:00:00,4.,100.,19.0565081785641,16.5501186867794,0.263059255130761,7.330827208449348E-002,0.224671153459117,,,50.4127678187614,,,44.3878926567869,,52.4130006815403,,,,,,48.9189536586731,4.428456016810223E-002,3.312326849835410E-002,4.372156390794268E-002 
 03/28  04:00:00,3.61666666666667,100.,19.0235181822235,16.391665892136,0.276828839948934,8.168539425251241E-002,0.2357684372496,,,48.6023172335269,,,43.5828339971908,,51.3785428733084,,,,,,47.2449753990165,4.487108688618362E-002,3.339239910916026E-002,4.434460410511298E-002 
 03/28  05:00:00,3.46666666666667,100.,18.989287612739,16.2607366814368,0.311755197203983,8.328160853542814E-002,0.236994453778143,,,47.3517844474245,,,42.6640467115557,,50.061977961729,,,,,,46.0462493343958,4.526104151461955E-002,3.372834673433827E-002,4.452168077901145E-002 
 03/28  06:00:00,3.125,100.,18.9485675104039,16.1242879091786,0.335177815441156,8.804967622904421E-002,0.245971296134005,,,46.4050575711697,,,41.6676440138484,,48.6311367405265,,,,,,45.1977178755832,4.586454375209301E-002,3.414751424568629E-002,4.471722161971034E-002 
 03/28  07:00:00,3.23333333333333,100.,18.8893142541089,16.0549690204095,0.35827862248699,8.812818930191331E-002,0.244494943919738,,,45.6158627562444,,,40.8741054841428,,47.573383270842,,,,,,44.4301781480889,4.626591646184628E-002,3.456077641277951E-002,4.487000447365214E-002 
 03/28  08:00:00,3.63333333333333,100.,18.6331977495361,16.0191690170368,0.60220737125169,0.221318621422992,0.364170375492776,,,63.9431780792123,,,41.0962880391923,,49.2922100861517,,,,,,44.3602267771688,4.610658261126264E-002,3.535969846995893E-002,4.596667315810261E-002 
 03/28  09:00:00,4.09166666666667,100.,18.5459296665734,16.4825326864699,0.305935825367953,0.184079153835092,0.277543796407305,,,58.679598007756,,,41.1017804040756,,48.8834048537522,,,,,,43.493478887795,4.571596708756392E-002,3.612958829702138E-002,4.567372869171905E-002 
 03/28  10:00:00,5.46666666666667,100.,18.4785585438849,16.3631106005136,0.199150583224136,0.230666480432332,0.286561612473005,,,54.3598391326772,,,41.6436279103227,,49.65863176073,,,,,,45.8496160715893,4.484870638066357E-002,3.725288411808755E-002,4.520885625770157E-002 
 03/28  11:00:00,7.35,100.,18.6522626319824,16.6628932742884,0.134523885817494,0.290996059760909,0.309797879130097,,,52.9250899951741,,,42.3382395858809,,48.4191482402457,,,,,,47.3515921006923,4.286099746859018E-002,3.819017540479130E-002,4.473977719773162E-002 
 03/28  12:00:00,8.68333333333333,91.25,18.8479160543002,17.0173260964892,0.103482781142092,0.373337813541489,0.362413087133636,,,53.20825714841,,,43.6021768486777,,47.9282249807592,,,,,,49.6882873560869,4.056800193600071E-002,3.950683484888661E-002,4.460054357750941E-002 
 03/28  13:00:00,9.85833333333333,80.9166666666667,18.9583622582741,17.1945726542798,5.713849231214613E-002,0.468821022461303,0.431044133249398,,,53.2597147314209,,,44.0985716184394,,48.2742603447842,,,,,,50.6367422504546,3.875610590917194E-002,4.142962265915186E-002,4.532582554374189E-002 
 03/28  14:00:00,10.575,77.4166666666667,18.825644553707,16.9788289359384,7.589423394326623E-002,0.399728861654801,0.360284579392237,,,53.2304317504792,,,44.7638575750506,,48.8567083159639,,,,,,51.5113965543966,3.691729122194808E-002,4.277541945999395E-002,4.555981804454454E-002 
 03/28  15:00:00,10.5833333333333,78.1666666666667,18.7252868003426,16.8266417772454,0.264387390626878,0.206729205909445,0.227152259353744,,,53.7141355130135,,,45.1809558053641,,49.8010977914216,,,,,,52.1911976781882,3.681816715319309E-002,4.096356700392469E-002,4.342200107783534E-002 
 03/28  16:00:00,10.4416666666667,74.9166666666667,18.66560732586,16.721091772705,0.362838387998206,3.705727882972865E-002,0.12531292219329,,,52.5660859583113,,,45.3162600311583,,50.3881034440491,,,,,,52.6601570964099,4.050949909682808E-002,3.740822267477386E-002,4.150577343091241E-002 
 03/28  17:00:00,10.4,72.5833333333333,18.588623615674,16.6188601451169,0.365918382604856,0.0,8.299400735429649E-002,,,50.9307889344438,,,45.4211252605884,,49.8238400949267,,,,,,52.3380124212184,4.352931630196654E-002,3.430294321020250E-002,4.000760534611072E-002 
 03/28  18:00:00,10.5166666666667,73.5833333333333,18.4921049255182,16.5434929711248,0.328004984542689,0.0,5.575383470671433E-002,,,51.4628334605576,,,45.5171969037218,,49.6650449768368,,,,,,52.1155439048759,4.426305501758720E-002,3.265540068626115E-002,3.834604467004224E-002 
 03/28  19:00:00,9.78333333333333,86.25,18.352526214532,16.5890259587713,0.495618449296683,5.119690484016237E-002,0.173885981338773,,,72.5583302454257,,,45.8785748956753,,50.9889519204855,,,,,,52.3365405499976,4.364125878601811E-002,3.256936028929530E-002,3.872258614589665E-002 
 03/28  20:00:00,8.73333333333333,96.75,18.2555353334405,16.9750746415733,0.369861927370337,0.0,9.558785093284199E-002,,,65.462217165823,,,46.6591834326713,,52.9503135322227,,,,,,53.7142170399826,4.290801251863337E-002,3.152930452733364E-002,3.881068919632829E-002 
 03/28  21:00:00,7.46666666666667,99.1666666666667,18.151381428354,17.1140245108627,0.326867519764517,1.433504719826731E-003,0.1078481774285,,,68.8329171915394,,,48.8959770584956,,57.4570661378694,,,,,,58.300865712378,4.400777068641967E-002,3.070336389746894E-002,3.917498492601617E-002 
 03/28  22:00:00,6.56666666666667,100.,18.0442642457847,17.1326745678268,0.301633014187977,3.981587635539053E-002,0.15486522280937,,,69.505231781188,,,50.7937066958628,,58.7121721479314,,,,,,60.6150090370575,4.476967044416524E-002,3.059214391998070E-002,4.018451902496092E-002 
 03/28  23:00:00,5.99166666666667,100.,18.0271173702003,16.5857077417691,0.229235622537566,9.594471679365919E-002,0.223489679448405,,,63.920173147656,,,51.7829672219,,59.2057083092515,,,,,,62.1878660533097,4.462664139047767E-002,3.100301764788839E-002,4.150312116239886E-002 
 03/28  24:00:00,5.35,100.,18.1526012093098,16.235356425795,0.255602424420049,0.144991926483621,0.281297632224599,,,59.122871396101,,,50.9782393314658,,59.4130347393808,,,,,,58.6421479529457,4.471852179450145E-002,3.240578010098829E-002,4.361860765874582E-002 
 03/29  01:00:00,4.69166666666667,98.8333333333333,18.2367285073017,16.0081144864988,0.364436807030525,4.307917950912526E-002,0.23227118380872,,,54.8105509423035,,,50.374047106012,,58.3473138331425,,,,,,54.6972229028466,4.663019490226055E-002,3.317658170189990E-002,4.578037774830229E-002 
 03/29  02:00:00,3.93333333333333,98.,18.2791886145153,15.8619750214076,0.468930447736733,0.0,0.175749321161527,,,50.722230735933,,,49.6018321087174,,56.1882167352747,,,,,,51.0895315355737,4.911810775732982E-002,3.353864011110188E-002,4.663033704813371E-002 
 03/29  03:00:00,3.19166666666667,98.,18.2816147333736,15.7257150829468,0.500081394650714,0.0,0.165068191745968,,,47.5817516425375,,,47.9096967676263,,53.2317087273414,,,,,,48.2549371327692,5.026107856947973E-002,3.471203099945608E-002,4.674175698135501E-002 
 03/29  04:00:00,2.9,98.,18.2687742223599,15.5995223233168,0.5101315958099,0.0,0.15966546700234,,,45.4422743424569,,,45.686164494299,,50.0058748099188,,,,,,46.067079170412,5.065541451403904E-002,3.592295382731291E-002,4.657553320251853E-002 
 03/29  05:00:00,2.43333333333333,98.,18.2489144264111,15.4757297939196,0.510346234366627,0.0,0.157810620404508,,,44.3457612325608,,,43.4572559805166,,47.459861020518,,,,,,44.6793049740119,5.071876233458247E-002,3.665726981108321E-002,4.640254660975912E-002 
 03/29  06:00:00,2.04166666666667,98.,18.2266458091266,15.3572036785645,0.503459888282089,0.0,0.151703738072067,,,43.1901446030773,,,41.528696061253,,45.1980422532947,,,,,,43.4119312125429,5.059587046399163E-002,3.675284945009923E-002,4.612269400509925E-002 
 03/29  07:00:00,1.94166666666667,98.,18.194071365934,15.3238056028414,0.488908955367694,0.0,0.142712955538062,,,42.4325166955856,,,40.1641052282382,,43.8952175874346,,,,,,42.3848350228079,5.031684488428976E-002,3.645150230496280E-002,4.566664103281782E-002 
 03/29  08:00:00,2.71666666666667,98.,18.087389684268,15.5605708389353,0.586668233162258,3.585928777180968E-002,0.227762022028667,,,62.2397079524167,,,39.7540528874169,,45.6611463823586,,,,,,41.4448186682897,4.890145287339948E-002,3.678115761583244E-002,4.621708380713366E-002 
 03/29  09:00:00,4.05833333333333,95.6666666666667,18.4211520995798,16.5991390589312,0.401660783230805,7.207801766434006E-002,0.199700736993499,,,50.6833922656692,,,39.0111420593486,,45.278961534808,,,,,,40.1162298277994,4.815718530884639E-002,3.664742108092319E-002,4.586823780974336E-002 
 03/29  10:00:00,5.59166666666667,91.6666666666667,19.1248683037807,17.6147608041236,0.382291116927279,0.0,8.169394717167382E-002,,,48.7108028756398,,,37.811195470561,,46.1199492606574,,,,,,40.2086590505508,4.783041500380402E-002,3.611081323427847E-002,4.391759814969453E-002 
 03/29  11:00:00,7.93333333333333,84.75,19.911576676132,18.6979173172017,0.361313320033423,0.0,5.995957353235859E-002,,,48.5787727772305,,,36.28506618383,,46.18225990185,,,,,,39.1793732536167,4.642845857628298E-002,3.502375535323924E-002,4.135377794533391E-002 
 03/29  12:00:00,10.0333333333333,72.8333333333333,20.6692745697509,19.7070652023442,0.401270136442979,0.0,4.658320502496287E-002,,,49.2616516261798,,,35.0216930037401,,46.954805080922,,,,,,38.1543830412178,4.548175497467697E-002,3.412339170834996E-002,3.923087538083957E-002 
 03/29  13:00:00,11.2833333333333,63.5,21.3047836256069,20.4746586630428,0.46159477061216,0.0,5.444877687368171E-002,,,48.9337258391339,,,34.1568887943942,,46.2965661020903,,,,,,37.210311585843,4.560844938745240E-002,3.387116415085095E-002,3.817596084907488E-002 
 03/29  14:00:00,12.2833333333333,55.1666666666667,21.7397913553443,20.9058905044846,0.494305815770722,0.0,9.289000160792664E-002,,,47.6211014176508,,,33.4349985896664,,44.6836990540587,,,,,,36.2150607473645,4.652914076220808E-002,3.440487271731943E-002,3.894804523766161E-002 
 03/29  15:00:00,12.8166666666667,52.1666666666667,21.9413979695518,21.0006327081406,0.500696407589915,2.555268418727085E-002,0.123265741456079,,,45.2627998848548,,,32.7313600518545,,42.5393755450854,,,,,,35.0208027215041,4.778543437382903E-002,3.521231423362294E-002,4.063810826738603E-002 
 03/29  16:00:00,12.8416666666667,51.25,21.8559995538992,20.7540325656299,0.404358638155293,0.234532182696344,0.255471382657675,,,42.8523812776957,,,32.1860738222321,,41.7915907700438,,,,,,34.581219434646,4.709520997187053E-002,3.729425924597714E-002,4.190945318404779E-002 
 03/29  17:00:00,12.8,53.5,21.5040871124135,20.2087241635025,0.240056101198054,0.342665327534996,0.302723094148006,,,41.572016158341,,,31.9152272816061,,41.20967735972,,,,,,34.7762556988528,4.457040323830291E-002,4.007528583706975E-002,4.257314568850223E-002 
 03/29  18:00:00,12.7416666666667,54.8333333333333,21.0390499992371,19.5608007645094,6.509242724109798E-002,0.384963092745332,0.345006202468644,,,42.7060291752642,,,32.6350630126812,,41.4760649066074,,,,,,36.2042362008336,4.070530465528811E-002,4.125425575902086E-002,4.234988524213590E-002 
