ZoneVentilation,Circulation_Equipment,ComputerCluster_Equipment,Kitchen_Equipment,Lavatory_Equipment,LectureTheatre_Equipment,Library_Equipment,Meeting_Equipment,Office_Equipment,Plant_Equipment,PrintRoom_Equipment,Reception_Equipment,Server_Equipment,Shower_Equipment,Storage_Equipment,Boiler1,Boiler2,VRVBasementccop,VRVBasementhcop,VRVFifthFrontccop,VRVFifthFronthcop,VRVFifthMiddleccop,VRVFifthMiddlehcop,VRVFifthRearccop,VRVFifthRearhcop,VRVFirstccop,VRVFirsthcop,VRVFourthccop,VRVFourthhcop,VRVGroundccop,VRVGroundhcop,VRVSecondccop,VRVSecondhcop,VRVSixthccop,VRVSixthhcop,VRVThirdFrontAndMiddleccop,VRVThirdFrontAndMiddlehcop,VRVThirdRearccop,VRVThirdRearhcop,Fixture_Cleaners,Fixture_MaleToilets,Fixture_DisabledToilets,Fixture_FemaleToilets,Fixture_Kitchenettes,Fixture_Showers,Circulation_People,ComputerCluster_People,Kitchen_People,Lavatory_People,LectureTheatre_People,Library_People,Lift_People,Meeting_People,Office_People,Plant_People,PrintRoom_People,Reception_People,Server_People,Shower_People,Storage_People,Circulation_Lighting,ComputerCluster_Lighting,Kitchen_Lighting,Lavatory_Lighting,LectureTheatre_Lighting,Library_Lighting,Lift_Lighting,Meeting_Lighting,Office_Lighting,Plant_Lighting,PrintRoom_Lighting,Reception_Lighting,Server_Lighting,Shower_Lighting,Storage_Lighting,Circulation_Infiltration,ComputerCluster_Infiltration,Kitchen_Infiltration,Lavatory_Infiltration,LectureTheatre_Infiltration,Library_Infiltration,Meeting_Infiltration,Office_Infiltration,Plant_Infiltration,PrintRoom_Infiltration,Reception_Infiltration,Server_Infiltration,Shower_Infiltration,Storage_Infiltration,Carpet,Asphalt,Brick (100mm),Brick (200mm),CastConcrete 300mm,ConcreteDeck 50mm,InsulationCelotex,InsulationPartition,MDF board,Plywood 40mm,Shading Control,SingleAndSecondaryGlazing,Air cavity 10 wall,Air cavity 130 floor,Air cavity 350 ceiling,Air cavity 50 wall,SolsticeVenetianBlind,OfficeHeatingSetPoint,OfficeHeatingDeadBand,DeltaTemp_Sched_Value,MinIndoorTemp_Sched_Value,MaxOutdoorTemp_Sched_Value,MinOutdoorTemp_Sched_Value,HWSchedule_Cleaner_Offset,HWSchedule_Cleaner_WeekProfile_TotalHours,HWSchedule_Cleaner_WeekendProfile_TotalHours,HWSchedule_Cleaner_WeekProfile_OH,HWSchedule_Cleaner_WeekendProfile_OH,HWSchedule_Kitchenettes_Offset,HWSchedule_Kitchenettes_WeekProfile_TotalHours,HWSchedule_Kitchenettes_WeekendProfile_TotalHours,HWSchedule_Kitchenettes_WeekProfile_OH,HWSchedule_Kitchenettes_WeekendProfile_OH,HWSchedule_Showers_Offset,HWSchedule_Showers_WeekProfile_TotalHours,HWSchedule_Showers_WeekendProfile_TotalHours,HWSchedule_Showers_WeekProfile_OH,HWSchedule_Showers_WeekendProfile_OH,HWSchedule_Toilets_Offset,HWSchedule_Toilets_WeekProfile_TotalHours,HWSchedule_Toilets_WeekendProfile_TotalHours,HWSchedule_Toilets_WeekProfile_OH,HWSchedule_Toilets_WeekendProfile_OH,Office_OccSched_WeekProfile_TotalHours,Office_OccSched_WeekendProfile_TotalHours,Office_OccSched_WeekProfile_OH,Office_OccSched_WeekendProfile_OH,Office_EquipSched_WeekProfile_TotalHours,Office_EquipSched_WeekendProfile_TotalHours,Office_EquipSched_WeekProfile_OH,Office_EquipSched_WeekendProfile_OH,Office_LightSched_WeekProfile_TotalHours,Office_LightSched_WeekendProfile_TotalHours,Office_LightSched_WeekProfile_OH,Office_LightSched_WeekendProfile_OH
0.00801861703126,2.27322298176,18.0075718932,41.46889194,1.81093336268,8.28363186613,7.52312606366,13.2887883742,16.8303604276,25.520182823,22.1585112017,2.80786720629,50.6591350843,1.79366787028,0,0.832813138106,0.936036689239,4.44253354656,3.98129605019,3.04002852603,3.96715133917,3.08283279764,3.68752749615,2.62643373026,4.21914160718,3.333142211,4.08746759959,3.25393627833,4.46173561497,3.17282378577,3.75351677097,3.65104016471,4.05496863539,3.87632369716,3.98990508592,3.18191344551,3.77819646804,3.23729701764,4.61526927329,9.49979214362e-06,2.91935532859e-05,3.85378781359e-06,3.86580211351e-05,4.63852658425e-05,0.000250609659016,7.60898233092,9.51410562188,3.49298132074,9.61245753756,8.62565297721,7.76041773621,7.66711153342,7.72992151595,7.30248127763,45.7696820189,6.83266374973,9.35110603585,9.20564373611,8.82258344677,9.48819575436,8.63690363818,15.0105460262,10.9751732147,14.3011236988,10.5382234519,7.16921612937,6.98175912012,17.7713592361,8.23883558377,11.7773864105,14.026530509,11.9804720992,16.0041258455,14.6329135591,18.7221366111,0.000823386121801,0.00075076598023,0.000786646859264,0.000808246673718,0.000685849223954,0.000729336426318,0.00075342375581,0.00069106897864,0.000656416353963,0.000783097222616,0.000887277655506,0.000667177101868,0.00062432459129,0.000695063876828,0.092006404477,0.161274945805,0.982925894595,0.862692014514,0.204657555485,0.190596835888,0.0195028547048,0.0377392841455,0.329784733524,0.163853749839,146.899862321,2.91181070509,0.131109735958,0.163316074054,0.173087524068,0.171034884389,186.846722724,21,3,2.27242464648,22.8034667744,29.0911809217,17.3835952757,3,3.94327377434,1.35752047969,0.969657485494,0.323219161831,3,19.3630450178,1.55771799114,2.00278027404,0.0556327853978,2,4.96705732671,4.40261899413,0.0,0.338662999548,1,10.5829750807,2.45456185677,0.525977540722,0.14026067753,3.88333803181,2.69594432965,1.03217465197,0.751192541229,6.10248831481,0,3.024,0,4.10929836915,0,1.21074576596,0
