LectureTheatre_DesignOutdoorAir,ComputerCluster_DesignOutdoorAir,Office_DesignOutdoorAir,Lavatory_DesignOutdoorAir,LiftLobby_DesignOutdoorAir,Laboratory_DesignOutdoorAir,Reception_DesignOutdoorAir,Circulation_DesignOutdoorAir,Meeting_DesignOutdoorAir,Workshop_DesignOutdoorAir,Kitchen_DesignOutdoorAir,Shower_DesignOutdoorAir,CWS_Fixture_EngineCooling,CWS_Fixture_FSTF,HWS_Fixture_Labs,ZoneVentilation,Circulation_Lighting,ComputerCluster_Lighting,Kitchen_Lighting,Laboratory_Lighting,Lavatory_Lighting,LectureTheatre_Lighting,Lift_Lighting,LiftLobby_Lighting,Meeting_Lighting,Office_Lighting,Plant_Lighting,PrintRoom_Lighting,Reception_Lighting,Server_Lighting,Shower_Lighting,Stairs_Lighting,Storage_Lighting,Workshop_Lighting,Circulation_Equipment,ComputerCluster_Equipment,Kitchen_Equipment,Laboratory_Equipment,Lavatory_Equipment,LectureTheatre_Equipment,Lift_Equipment,LiftLobby_Equipment,Meeting_Equipment,Office_Equipment,Plant_Equipment,PrintRoom_Equipment,Reception_Equipment,Server_Equipment,Shower_Equipment,Stairs_Equipment,Workshop_Equipment,Circulation_Infiltration,ComputerCluster_Infiltration,Kitchen_Infiltration,Laboratory_Infiltration,Lavatory_Infiltration,LectureTheatre_Infiltration,LiftLobby_Infiltration,Meeting_Infiltration,Office_Infiltration,PrintRoom_Infiltration,Reception_Infiltration,Server_Infiltration,Shower_Infiltration,Stairs_Infiltration,Storage_Infiltration,Workshop_Infiltration,Circulation_People,ComputerCluster_People,Kitchen_People,Laboratory_People,Lavatory_People,LectureTheatre_People,Lift_People,LiftLobby_People,Meeting_People,Office_People,Plant_People,PrintRoom_People,Reception_People,Server_People,Shower_People,Stairs_People,Storage_People,Workshop_People,GlassType A SingleClear StairCase,GlassType B LowE Double,GlassType C_D LowE Double 2.2 North West South,GlassType C_D LowE Double Main Entrance,GlassType D LowE Double LiftShaft CurtainWall,GlassType E Double_ NorthElevationCurtainWall,Carpet,BlockworkConstruction 150mm,ConcreteConstruction 500mm,ConcreteConstruction 600mm,MineralFibre RW2 Rockwool 120mm,MineralFibre RW2 Rockwool 150mm,MineralFibre RW2 Rockwool 60mm,MineralFibre RW2 Rockwool 70mm,PlasterboardConstruction 12mm,PlasterboardConstruction 30mm,Plywood 25mm,Plywood 40mm,PreCast Concrete 150mm,Roof Membrane,SinusoidalCorrugated SteelSheet,Air cavity 130 floor,Air cavity 25 wall,Air cavity 350 ceiling,ActivityLevel_Value,DeltaTemp_Sched_Value,MinIndoorTemp_Sched_Value,MaxOutdoorTemp_Sched_Value,MinOutdoorTemp_Sched_Value,Office_OccSched_WeekProfile_TotalHours,Office_OccSched_WeekendProfile_TotalHours,Office_OccSched_WeekProfile_OH,Office_OccSched_WeekendProfile_OH,Office_EquipSched_WeekProfile_TotalHours,Office_EquipSched_WeekendProfile_TotalHours,Office_EquipSched_WeekProfile_OH,Office_EquipSched_WeekendProfile_OH,Office_LightSched_WeekProfile_TotalHours,Office_LightSched_WeekendProfile_TotalHours,Office_LightSched_WeekProfile_OH,Office_LightSched_WeekendProfile_OH
4.159733694,5.3293141266,4.23078515651,8.89076319775,3.81626339406,4.05388037364,3.14498518998,3.44554343029,4.09741078361,4.67638932313,4.55505237255,10.881394051,0.000165503317225,0.000164640031823,2.1275147849e-05,0.00902445291578,9.67003603191,12.0686511413,12.9523821817,13.8043745409,15.8918138338,8.58095682063,5.27277668483,11.5007665376,13.3367465027,11.1144833896,6.03703662112,13.3866046015,12.3240116498,16.871220932,10.6055043117,9.58268646825,11.494959552,10.4797803452,1.90026762317,25.8560929026,15.6373247697,7.47455616255,5.53250715977,5.80206714105,0,1.92286912844,7.67859879349,13.8204323496,51.3213988721,12.9655897279,6.22128910519,48.7332607737,6.19772242948,1.60609328157,16.092624266,0.000429913945128,0.000432221181352,0.000399944685056,0.000472796824268,0.000409531455504,0.000427734744268,0.000469118333134,0.000462469173816,0.000430191722764,0.000455015501478,0.000468907557898,0.000475727582266,0.000413674288642,0.000331909687894,0.000326958079416,0.000374989799594,7.95744407359,9.96122661641,3.44013277652,6.85643271142,9.55950006769,9.39326761527,8.21156246273,10.4254190276,10.2301769093,11.0500158758,41.5819698459,7.89620501602,8.03185084115,9.03956377292,10.5341224142,8.42141186677,10.5097193659,3.59476100147,5.77785906834,1.66347744254,1.98957572441,2.00295034451,1.73615512096,1.99111599436,0.0870757665939,0.219039250171,0.218224763029,0.215517507156,0.0327222759071,0.0362492656498,0.036113921027,0.0380629967018,0.0342184092421,0.265051302552,0.137640830415,0.152603256847,0.179875549567,0.169780917505,49.096384216,0.17955236735,0,0.149414422831,150.812560802,1.82032169769,23.0172267013,30.2047318826,18.1283383592,1.97278295065,3.67776753116,0.78009042357,1.45402337869,4.02918532982,0,1.59089370178,0,2.08752894772,0,0.824789091629,0
