aacode,dwell_weight,hhld_weight,GOR_EHS,rumorph,Tenure4x,dwtypenx,dwage9x,wallcavx,sap09,hhtype6,hhsizex,agehrpx,agepartx,ageoldx,Uglazing,Uroof,Uextwall,Ugndfloor,Permeability,floorx,efwalar,ebwalar,efwinar,ebwinar,finlivcl,,,,min,mean,max,sd
H0154105,918,923,9,1,4,3,5,1,57.16,1,2,84,66,84,2.758007117,0.21575985,1.6,0.732767212,16.4181,71.54,57.02,24.95,14.26,10.69,2.4,,,,,,,
H0154107,1520,1522,9,1,1,2,3,1,55.28,6,1,68,0,68,2.758007117,0.394511149,1.6,0.624837041,15.703,78.3,18.1,44.96,7.76,11.24,2.5,,,,,,,
H0154112,1982,1985,9,1,1,4,4,1,51.85,1,2,46,34,46,2.758007117,0.394511149,1.6,0.918723361,15.8997,103.99,63.29,110.82,10.26,34.77,2.4,,,,,,,
H0154113,1544,1546,9,4,1,5,5,1,46.4,1,2,83,72,83,2.758007117,0.394511149,1.6,0.741880409,12.3351,61.78,35.48,35.48,9.3,9.3,2.4,,,,,,,
H0154201,1300,,9,1,4,1,8,1,65.33,,,,,,,,,,,63.36,81.02,20.19,5.05,5.05,2.3,,,,,,,
H0154202,768,772,9,1,4,1,7,1,67.23,1,2,57,55,57,2.758007117,0.21575985,1,0.685881745,13.3519,78.36,19.28,74.74,8.26,8.26,2.3,,,,,,,
H0154206,1987,1990,9,1,1,3,9,1,61.16,4,3,51,0,51,2.758007117,0.21575985,0.6,0.642626638,17.0982,92.02,66.78,20.78,14.84,8.9,2.4,,,,,,,
H0154214,2634,2638,9,4,1,4,6,1,65.34,1,2,73,67,73,2.758007117,0.326820604,1.6,0.654538874,16.698,178.97,107.74,104.26,17.86,17.99,2.4,,,,,,,
H0154303,1631,1634,9,1,1,3,2,1,17.45,6,1,82,0,82,2.758007117,0.673499268,2.1,0.77229292,14.6269,107.78,128.81,20.51,16.62,2.28,2.5,,,,,,,
H0154305,834,876,9,1,2,2,2,2,15.45,5,1,32,0,32,4.026845638,0.673499268,2.1,0.684566385,16.2932,44.89,18.23,19.48,4.56,8.35,2.4,,,,,,,
H0154308,893,938,9,1,2,1,8,1,67.98,1,2,21,21,21,2.758007117,0.278956944,0.6,0.705101349,12.2217,70.6,87.74,17.81,5.09,7.63,2.4,,,,,,,
H0154404,1718,1721,9,1,1,2,9,1,69.51,6,1,89,0,89,2.758007117,0.394511149,0.6,0.41957697,21.1767,130.85,32.31,22.59,13.85,22.59,2.4,,,,,,,
H0154407,841,841,9,1,4,7,9,1,80.29,3,4,24,0,24,2.758007117,2.3,0.6,0,16.6838,70.22,329.46,239.59,82.36,49.68,2.3,,,,,,,
H0154409,1847,1847,9,1,1,7,8,1,60.8,1,2,85,81,85,2.758007117,2.3,0.6,1.667460634,15.7907,53.84,482.17,610.69,161.81,216.89,2.3,,,,,,,
H0154410,1407,1407,9,1,1,7,9,1,60.37,1,2,25,24,25,2.758007117,2.3,0.6,0,11.739,56.57,142.31,73.18,20.28,17.03,88.8,,,,,,,
H0154417,887,887,9,1,3,7,5,1,70.6,5,1,58,0,58,2.758007117,2.3,1.6,0,9.3226,30.34,275.06,302.41,82.04,54.7,2.4,,,,,,,
H0161104,1840,1842,9,1,1,4,9,1,66.96,2,3,46,45,46,2.758007117,0.278956944,0.6,0.648942779,22.8387,193.97,97.29,83.98,25.95,22.62,2.4,,,,,,,
H0161111,1470,1470,9,1,2,6,4,1,55.41,1,2,26,31,31,4.026845638,2.3,1.6,1.022523039,14.116,44.15,117.73,68.56,40.87,17.14,2.8,,,,,,,
H0161113,1089,1089,9,1,2,6,5,1,32.18,2,3,36,33,36,2.758007117,0.378819073,1.6,0,10.8172,52.41,275.21,241.52,78.51,103.51,2.4,,,,,,,
H0161201,1764,1767,9,3,1,5,8,1,62.62,1,3,63,60,63,2.758007117,0.278956944,0.6,0.490912117,12.1881,212.37,67.75,57.3,13.34,23.79,2.3,,,,,,,
H0161209,2751,2756,9,1,1,4,3,1,60.54,2,4,44,38,44,4.026845638,0.21575985,1.6,0.748722927,21.2535,150.16,83.93,102.52,14.82,19.47,2.4,,,,,,,
H0161210,2673,2806,9,1,2,1,9,1,63.42,5,1,38,0,38,2.758007117,0.356152929,0.6,0.666558568,13.7778,44.18,48.5,0,6.58,0,2.3,,,,,,,
H0161303,1583,1586,9,1,1,4,8,1,68.12,1,2,65,62,65,2.758007117,0.394511149,0.6,0.605333073,16.1755,223.06,128.45,110.86,23.49,27.81,2.4,,,,,,,
H0161307,2469,2472,9,2,1,4,6,1,54.02,1,2,62,63,63,2.758007117,0.394511149,1.6,0.680632452,14.8398,157.48,138.8,50.4,37.2,21.6,2.4,,,,,,,
H0161311,1722,1725,9,1,1,3,9,1,59.17,5,1,41,0,41,2.758007117,0.21575985,0.6,0.706003513,15.6303,69.97,80.64,18.92,5.41,8.11,2.3,,,,,,,
H0162103,1532,1535,9,1,1,4,5,1,57.76,1,2,74,64,74,2.758007117,0.278956944,1.6,0.796694484,17.1553,99.05,70.81,66.25,10.81,15.37,2.4,,,,,,,
H0162111,2460,2464,9,3,1,3,1,2,38.89,1,2,61,59,61,4.026845638,0.394511149,2.1,0.72108249,20.3495,118.4,35.89,83.43,8.97,15.28,2.2,,,,,,,
H0162203,2312,2312,10,2,2,7,9,1,69.62,5,1,31,0,31,4.026845638,2.3,0.6,0,12.9298,63.98,27.74,210.91,6.94,18.46,2.3,,,,,,,
H0162205,1615,1617,10,2,1,5,6,1,49.43,1,2,64,63,64,2.758007117,0.673499268,1.6,0.716047272,8.7506,82.92,44.99,45.12,23.1,19.04,2.4,,,,,,,
H0162207,1533,1535,10,2,1,4,5,1,47.74,1,4,50,52,52,2.758007117,0.394511149,1.6,0.758759058,13.9639,143.24,35.98,56.47,14.99,20.34,2.3,,,,,,,
H0162211,492,492,10,3,3,2,5,2,61.45,2,4,49,54,54,2.758007117,0.278956944,2,0.589572569,17.19,88.63,46.85,32.65,12.24,8.16,2.4,,,,,,,
H0162304,707,711,9,1,4,3,5,1,26.57,6,1,80,0,80,2.758007117,0.21575985,1.6,0.707093926,16.4089,78.76,57.51,28.29,14.25,7.07,2.4,,,,,,,
H0163201,1543,1546,9,4,1,4,4,1,45.05,1,2,48,47,48,2.758007117,0.394511149,1.6,0.87123097,15.7803,88.14,66.49,74.8,16.62,8.31,2.5,,,,,,,
H0163202,863,906,9,4,2,3,3,1,12.22,4,3,58,0,85,2.758007117,2.3,1.6,0.73155079,15.6297,86.49,24.82,66.2,6.2,11.39,2.1,,,,,,,
H0163204,819,823,9,2,4,2,8,1,61.61,4,2,54,0,54,2.758007117,0.175908222,0.6,0.585118174,11.9193,49.13,25.82,17.54,4.39,4.39,2.3,,,,,,,
H0163207,742,742,9,2,3,5,6,1,58.33,6,1,72,0,72,2.758007117,0.21575985,1.6,0.657338348,11.9728,26.8,12.93,8.08,3.23,8.08,2.4,,,,,,,
H0163209,1803,1806,9,2,1,4,8,1,57.8,4,2,61,0,61,4.026845638,0.394511149,0.6,0.753376945,16.7401,125.82,119.74,85.94,12.34,15.5,2.3,,,,,,,
H0163211,842,842,9,3,3,5,5,1,52.2,6,1,71,0,71,2.758007117,0.394511149,1.6,0.820824039,9.1074,49.2,19.38,49.85,4.84,11.52,2.3,,,,,,,
H0163214,1325,1327,9,2,1,4,6,1,59.55,1,2,77,72,77,2.758007117,0.278956944,1.6,0.676051297,16.7727,162.89,95,88.35,17.32,22.64,2.4,,,,,,,
H0163403,1485,1492,9,1,4,2,9,1,69.36,3,2,47,0,47,2.758007117,0.394511149,0.6,0.534455377,17.8553,54.19,25.6,25.07,2.84,2.33,2.4,,,,,,,
H0163405,1857,1859,9,1,1,2,8,1,60.49,5,1,40,0,40,4.026845638,0.497566252,0.6,0.500913673,14.4311,51.9,17.81,17.81,4.45,4.45,2.4,,,,,,,
H0163410,1177,1236,9,1,2,2,2,1,47.61,4,6,19,0,22,4.026845638,2.3,2.1,0.737327818,21.4452,114.45,28.66,85,7.16,23.85,88.8,,,,,,,
H0163412,1564,1564,9,1,2,6,2,2,40.2,1,2,70,53,70,4.026845638,0.326820604,2.1,0,12.6869,120.95,87.88,136.65,48.19,44.79,2.9,,,,,,,
H0164104,1500,1502,10,3,1,3,5,1,25.4,6,1,84,0,84,4.026845638,0.21575985,1.6,0.806696579,18.6853,91.93,76.32,41.39,13.29,10.35,2.5,,,,,,,
H0164203,1005,1006,10,1,1,4,8,1,42.46,1,2,65,64,65,2.758007117,0.394511149,0.6,0.659618977,15.8074,173.94,120.18,104.22,10.09,10.09,2.3,,,,,,,
H0164206,1554,1556,10,1,1,2,8,1,66.16,6,1,85,0,85,4.026845638,0.394511149,0.6,0.454734626,14.1675,55.74,17.9,17.9,1.99,1.99,2.3,,,,,,,
H0164209,1917,1919,10,1,1,1,3,1,37.74,4,3,48,0,48,2.758007117,2.3,1.6,0.983349453,20.9062,84.06,58.65,60.52,9.4,15.13,2.4,,,,,,,
H0164308,1587,1588,10,3,1,2,6,1,16.22,2,5,40,37,40,2.758007117,0.497566252,1.6,0.525943545,14.5516,69.97,25.02,25.02,6.25,6.25,2.4,,,,,,,
H0164310,1080,1080,10,2,4,3,9,1,51.16,2,4,38,42,42,2.758007117,0.394511149,0.6,0.719700614,16.7419,85.27,77.97,47.76,3.87,3.87,2.3,,,,,,,
H0164311,937,938,10,4,1,4,1,2,42.45,1,2,55,57,57,2.758007117,0.426296962,2.1,0.768763449,17.9966,145.46,82.33,76.68,14.09,19.17,2.3,,,,,,,
H0164312,847,847,10,4,3,2,5,1,59.55,3,2,41,0,41,2.758007117,0.278956944,1.6,0.530218311,18.0831,86.15,24.9,31.2,6.22,7.8,2.5,,,,,,,
H0164404,3383,3386,10,1,1,3,9,1,68.42,2,4,38,37,38,2.758007117,0.21575985,0.6,0.612573052,21.5069,123.32,80.45,38.58,9.65,9.65,2.4,,,,,,,
H0164407,2139,2141,10,1,1,3,4,1,58.34,1,2,59,57,59,2.758007117,0.278956944,1.6,0.851046386,17.5069,70.48,59.88,44.36,10.1,8.35,2.4,,,,,,,
H0164409,782,782,10,3,3,5,5,1,34.44,6,1,66,0,66,2.758007117,0.394511149,1.6,0.69183076,9.5379,47.75,41.18,17.14,4.28,4.28,2.3,,,,,,,
H0164410,874,874,10,2,3,5,8,1,45.23,2,3,72,55,72,2.758007117,0.394511149,0.6,0.645134213,13.4352,54.02,45.82,15.58,4.45,6.68,2.4,,,,,,,
H0164411,874,874,10,3,3,3,4,2,30.25,4,2,75,0,75,2.758007117,0.278956944,1.9,0.818560072,15.0067,107.85,18.29,51.07,2.03,9.13,2.4,,,,,,,
H0171102,609,612,9,1,4,1,5,1,50.96,2,6,36,34,36,2.758007117,0.21575985,1.6,0.704153061,16.7265,83.38,64.59,26.06,11.17,11.17,2.3,,,,,,,
H0171104,673,673,9,1,4,7,5,1,59.32,1,2,61,59,61,2.758007117,0.394511149,1.6,0,10.9401,58.33,55.11,85.73,17.49,9.52,2.5,,,,,,,
H0171106,2047,2050,9,1,1,5,5,1,63.54,6,1,62,0,62,2.758007117,0.148482892,1.6,0.645965495,11.7043,49.59,32.99,5.25,7.55,12.24,2.4,,,,,,,
H0171110,729,732,9,1,4,2,7,1,63.4,1,4,42,40,42,2.758007117,0.673499268,1,0.60197846,14.8483,77.58,32.56,24.79,8.14,16.52,2.3,,,,,,,
H0171112,1953,1956,9,1,1,5,6,1,45.24,6,1,73,0,73,2.758007117,0.278956944,1.6,0.657897813,12.423,88.01,53.62,54,13.4,10.89,2.5,,,,,,,
H0171204,1905,1908,9,1,1,4,9,1,61.51,2,4,36,32,36,2.758007117,0.278956944,0.6,0.750740562,18.0948,148.13,115.2,89.37,13.68,28.24,2.4,,,,,,,
H0171311,1562,1564,9,2,1,4,9,1,57.85,1,2,82,80,82,2.758007117,0.148482892,0.6,0.647310098,20.911,203.97,126.01,93.41,36.36,26.5,2.4,,,,,,,
H0171405,695,699,9,1,4,1,5,1,49.35,1,3,59,48,59,2.758007117,0.278956944,1.6,0.854066925,14.7725,84.02,34.68,80.56,8.67,20.45,2.3,,,,,,,
H0171407,2480,2484,9,1,1,1,8,1,11.09,5,1,44,0,44,2.758007117,0.673499268,0.6,0.723630331,14.267,65.53,71.55,18.55,7.95,7.95,2.4,,,,,,,
H0171409,1982,1985,9,1,1,5,5,1,47.48,6,1,74,0,74,2.758007117,0.278956944,1.6,0.653667806,14.3557,72.29,67.6,35.75,10.68,8.94,2.7,,,,,,,
H0171411,2237,,9,3,1,4,4,2,48.63,,,,,,,,,,,147.21,89.42,79.57,9.1,18.95,2.4,,,,,,,
H0172104,3524,3529,9,1,1,1,6,1,44.07,2,3,39,41,41,2.758007117,0.497566252,1.6,0.670599882,13.7988,85.18,81.09,19.64,5.61,8.42,2.3,,,,,,,
H0172201,1741,1744,9,1,1,4,5,1,61.54,1,2,76,62,76,2.758007117,0.394511149,1.6,0.715789984,17.6199,174.54,108.52,92.38,10.67,24.7,2.3,,,,,,,
H0172203,2773,2777,9,1,1,2,9,1,73.41,1,2,31,30,31,2.758007117,0.394511149,0.6,0.625413331,16.7015,73.75,33.7,33.7,8.42,8.42,2.3,,,,,,,
H0172205,2039,2042,9,1,1,4,8,1,48.85,2,3,42,40,42,4.026845638,0.394511149,0.6,0.790931479,17.9168,95.68,75.56,75.56,12.32,12.32,2.3,,,,,,,
H0172211,1896,1899,9,2,1,4,9,1,72.91,1,2,47,37,47,2.758007117,0.21575985,0.6,0.716456855,19.3257,130.49,91.31,95.72,15.39,8.69,2.4,,,,,,,
H0172304,1693,1696,9,1,1,4,8,1,53.45,1,2,69,70,70,2.758007117,0.394511149,0.6,0.88997004,12.3094,67.81,71.59,55.2,4.03,19.57,2.3,,,,,,,
H0172309,679,683,9,1,4,2,7,2,65.07,1,3,50,47,71,2.758007117,1.041902605,0.45,0.563212455,12.2864,88.32,36.75,33.28,8.32,8.32,2.3,,,,,,,
H0172312,1995,1998,9,1,1,1,7,1,70.97,5,1,51,0,51,2.758007117,0.278956944,1,0.677104703,13.5059,84.52,70.72,26.52,6.63,6.63,2.3,,,,,,,
H0172404,1936,1939,9,1,1,3,5,1,56.13,1,4,50,52,52,2.758007117,0.394511149,1.6,0.709609223,15.634,90.91,61.41,38.77,16.49,16.62,2.4,,,,,,,
H0172405,1487,1562,9,1,2,3,6,1,48.86,4,3,60,0,60,2.758007117,0.459182655,1.6,0.694679478,25.102,248.59,38.97,161.99,16.7,16.7,2.4,,,,,,,
H0172411,1838,1840,9,1,1,1,9,1,63.24,6,1,63,0,63,2.758007117,0.394511149,0.6,0.768641784,17.738,88.95,29.11,74.09,19.4,3.33,2.2,,,,,,,
H0172413,1618,1621,9,1,1,2,2,2,47.93,1,2,53,53,53,2.758007117,1.041902605,2.1,0.563969081,15.9098,83.7,23.11,33.14,5.78,8.26,2.5,,,,,,,
H0172414,1284,1348,9,1,2,3,6,1,43.88,2,4,45,49,49,2.758007117,0.21575985,1.6,0.743790137,14.6763,62.64,66.94,15.3,7.65,10.2,2.3,,,,,,,
H0172415,715,715,9,1,4,7,9,1,78.65,2,3,18,17,18,2.758007117,2.3,0.6,0,14.6531,52.28,57.66,118.74,14.42,21.2,2.4,,,,,,,
H0173101,672,672,9,1,4,7,5,2,54.37,2,4,24,36,36,2.758007117,0.497566252,2,0,9.6028,84.76,212.48,212.48,41.46,41.46,2.3,,,,,,,
H0173102,1811,1814,9,1,1,3,6,1,53.61,1,2,34,24,34,2.758007117,0.394511149,1.6,0.709854008,15.6703,92.91,56.56,37.86,17.78,16.22,2.4,,,,,,,
H0173103,1645,1648,9,1,1,3,6,1,45.94,1,2,75,77,77,2.758007117,1.041902605,1.6,0.716033855,13.8603,90.52,68.08,24.65,18.69,16.44,2.5,,,,,,,
H0173105,1999,2002,9,1,1,1,5,2,54.02,2,4,29,23,29,2.758007117,0.175908222,2.1,0.700970581,15.4295,85.74,74.18,19.29,14.37,8.27,2.4,,,,,,,
H0173108,1574,1576,9,1,1,4,6,1,53.53,3,3,39,0,39,2.758007117,0.175908222,1.6,0.737567677,16.6051,125.74,95.13,87.56,7.7,14.82,2.4,,,,,,,
H0173109,957,957,9,1,2,7,9,1,64.48,4,2,28,0,28,2.758007117,0.21575985,0.6,0,16.1521,72.56,402.27,402.27,63.6,63.6,88.8,,,,,,,
H0173203,1428,1431,9,1,1,4,8,1,60.88,6,1,61,0,61,2.758007117,0.497566252,0.6,0.819295764,15.1216,133.1,144.18,26.22,19.28,11.24,2.4,,,,,,,
H0173206,752,756,9,1,4,3,4,1,45.29,1,2,61,51,61,2.758007117,0.175908222,1.6,0.738450127,16.3339,82.63,69.15,44.55,11.1,4.95,2.4,,,,,,,
H0173211,1007,1007,9,3,2,7,8,1,61.58,1,2,28,24,28,2.758007117,2.3,0.6,0.803044301,12.6312,52.58,43.12,100.32,18.48,18.48,88.8,,,,,,,
H0173212,1449,1451,9,3,1,3,2,1,65.48,2,5,34,39,39,2.758007117,0.673499268,2.1,0.611172903,22.9441,234.19,91.8,77.54,22.95,25.28,2.2,,,,,,,
H0173215,1092,1093,9,2,1,5,8,1,44.64,1,2,86,83,86,2.758007117,0.394511149,0.6,0.597605521,10.4705,139.75,67.77,56.84,15.56,23.48,2.4,,,,,,,
H0173216,1199,1201,9,2,1,4,6,1,47.69,2,4,53,52,53,2.758007117,0.497566252,1.6,0.638106228,20.0077,221.1,93.08,94.67,24.59,23,2.4,,,,,,,
H0173303,1608,1608,9,1,1,7,9,1,75.94,1,2,78,79,79,2.758007117,0.21575985,0.6,0.237435763,10.4139,105.45,94.8,56.23,6.25,6.25,2.3,,,,,,,
H0173312,1745,1747,9,1,1,4,5,1,54.6,1,2,45,43,45,2.758007117,0.497566252,1.6,0.713593846,17.8858,149.38,93.86,86.55,11.74,18.32,2.4,,,,,,,
H0173314,1559,1561,9,1,1,5,5,1,60.56,1,2,75,74,75,2.758007117,0.394511149,1.6,0.683286848,12.7007,82.71,53.29,43.54,5.44,14.16,2.4,,,,,,,
H0173401,1502,1577,9,4,2,4,6,1,32.83,5,1,31,0,31,2.758007117,0.497566252,1.6,0.678784453,20.2167,201.52,90.11,145.59,31.45,23.56,2.5,,,,,,,
H0173406,866,910,9,1,2,2,8,1,61.88,5,1,30,0,30,2.758007117,0.497566252,0.6,0.710040688,11.7454,37.06,45.28,0,8.18,0,88.8,,,,,,,
H0173411,1199,1201,9,3,1,4,7,1,64.12,1,2,65,67,67,2.758007117,0.394511149,1,0.533770452,20.9176,406.42,193.85,105.13,18.12,19.59,2.4,,,,,,,
H0173412,1040,1040,9,2,2,6,1,2,37.14,1,2,25,33,33,2.758007117,2.3,2.1,0,12.4182,64.27,114.29,74.62,17.56,5.44,2.2,,,,,,,
H0174101,1208,1209,9,1,1,2,2,2,35.49,1,2,37,31,37,2.758007117,2.3,2.1,0.655851073,17.3479,56.94,17.46,40.46,7.48,9.25,2.7,,,,,,,
H0174108,1320,1320,9,1,1,7,9,1,58.82,1,2,24,26,26,2.758007117,0.394511149,0.6,0,12.5948,43.03,95.99,103.38,27.1,19.7,2.3,,,,,,,
H0174109,1539,1539,9,1,2,7,9,1,71.5,5,1,25,0,25,2.758007117,2.3,0.6,1.19480316,10.3159,39.41,104.7,120.28,36.15,20.8,2.4,,,,,,,
H0174112,1046,1098,9,1,2,3,4,2,22.93,2,4,41,37,41,2.758007117,0.673499268,2.1,0.830022715,14.6309,55.3,53.54,33.23,13.7,8.31,2.5,,,,,,,
H0174209,1635,1637,9,1,1,3,3,2,40.52,1,3,55,51,55,4.026845638,0.278956944,2.1,0.703115681,19.2287,86.26,82.49,25.19,14.43,10.8,2.7,,,,,,,
H0174210,1929,1932,9,1,1,1,3,2,54.3,6,1,60,0,60,2.758007117,1.041902605,2.1,0.709165877,17.6976,162.33,108.15,46.84,21.2,20.08,2.5,,,,,,,
H0174308,889,889,9,1,4,7,6,1,63.34,5,1,58,0,58,2.758007117,0.329079151,1.6,0,13.589,40.38,159.2,134.08,32.03,51.61,2.3,,,,,,,
H0174310,1042,1044,9,1,1,4,5,1,41.75,1,2,85,83,85,2.758007117,0.278956944,1.6,0.805246579,19.2085,97.29,73.59,66.94,15.39,18.04,2.4,,,,,,,
H0174311,1713,1716,9,1,1,1,5,1,46.3,2,5,46,47,47,2.758007117,0.673499268,1.6,0.649977163,18.9712,113.61,78.13,30.46,15.23,20.3,2.4,,,,,,,
H0174313,711,,9,1,4,7,6,1,59.07,,,,,,,,,,,93.13,501.94,573.65,143.41,143.41,2.3,,,,,,,
H0174401,972,972,9,1,4,7,5,1,67.48,3,2,21,0,21,2.758007117,0.497566252,1.6,0,19.9974,64.06,440.47,420.41,88.97,86.07,2.4,,,,,,,
H0174402,1778,1781,9,1,1,1,4,1,44.13,3,3,50,0,50,2.758007117,0.673499268,1.6,0.849629334,16.6627,167.19,137.92,68.49,26.37,29.35,2.5,,,,,,,
H0174408,1463,1465,9,1,1,4,8,1,66.55,2,5,56,43,56,2.758007117,0.278956944,0.6,0.725794019,14.9359,142.23,136.97,77.6,27.73,20.67,2.3,,,,,,,
H0174411,1304,1306,9,1,1,4,8,1,51.2,2,5,60,44,60,2.758007117,0.21575985,0.6,0.767030237,16.023,137.39,100.46,84.85,12.75,27.26,2.4,,,,,,,
H0181107,611,614,9,1,4,2,9,1,70.65,3,5,35,0,35,2.758007117,0.175908222,0.6,0.474894483,16.2428,91.65,26.34,23.32,9.06,12.08,2.4,,,,,,,
H0181108,760,760,9,1,3,7,6,1,71.07,3,2,22,0,22,2.758007117,2.3,1.6,1.509176384,9.4197,31.93,120.53,112.59,60.14,42.08,2.3,,,,,,,
H0181206,1015,,9,1,2,3,5,1,54.21,,,,,,,,,,,106.13,38.58,67.2,16.54,19.72,2.4,,,,,,,
H0181301,1860,1863,9,1,1,1,6,1,48.78,2,3,33,29,33,2.758007117,0.278956944,1.6,0.666152365,14.482,89.46,92.58,20.58,17.15,13.72,2.4,,,,,,,
H0181305,1568,1571,9,1,1,1,6,1,52.15,1,3,73,73,73,2.758007117,0.175908222,1.6,0.642093851,15.2516,95.95,85.3,19.28,15.6,8.26,2.3,,,,,,,
H0181311,1644,1646,9,1,1,1,7,1,53.91,6,1,83,0,83,2.758007117,0.137745171,1,0.768440211,12.9214,55.03,76.52,13.67,6.84,9.12,2.4,,,,,,,
H0181403,1301,1366,9,1,2,4,6,1,48.15,2,4,45,33,45,2.758007117,0.394511149,1.6,0.766179721,19.452,153.57,84.89,85.32,21.91,19.23,2.3,,,,,,,
H0181405,688,688,9,1,3,3,6,1,48.85,1,2,65,65,65,2.758007117,0.278956944,1.6,0.720861404,15.2278,69.28,65.2,23.32,13.72,5.83,2.4,,,,,,,
H0181406,2445,2448,9,1,1,3,5,2,52.66,2,3,44,36,44,2.758007117,0.394511149,2.1,0.722893365,18.9503,100.94,64.44,33.2,14.87,10.4,2.3,,,,,,,
H0181410,1947,1950,9,1,1,5,2,1,56.54,1,2,72,73,73,2.758007117,0.148482892,2.1,0.547540275,13.6213,100.93,32.05,39.22,11.44,18.11,2.6,,,,,,,
H0182101,847,889,9,1,2,1,9,1,63.98,1,2,67,51,67,2.758007117,0.394511149,0.6,0.760688803,15.4651,55.8,15.71,58.24,6.73,4.49,2.3,,,,,,,
H0182202,717,,9,1,3,4,4,1,68.29,,,,,,,,,,,111.1,73.99,74.04,19.29,19.24,2.4,,,,,,,
H0182206,1013,1013,9,1,3,5,8,1,67.09,6,1,66,0,66,4.026845638,0.394511149,0.6,0.657404393,10.2206,48.16,13.96,45.57,2.8,5.61,2.3,,,,,,,
H0182210,1531,1534,9,4,1,4,5,1,30.85,1,2,81,80,81,2.758007117,0.326820604,1.6,0.803561898,17.117,172.62,89.78,147.13,14.1,32.01,2.4,,,,,,,
H0182301,647,647,9,1,3,7,6,1,70.26,2,3,48,49,49,2.758007117,0.394511149,1.6,0,21.8033,70.55,153.41,243.79,38.35,38.35,2.3,,,,,,,
H0182303,3354,3359,9,1,1,3,8,1,59.66,1,2,59,59,59,2.758007117,0.497566252,0.6,0.646338708,13.6217,156.52,131.63,59.64,12.7,23.03,2.3,,,,,,,
H0182305,755,755,9,1,3,5,8,1,52.01,4,2,76,0,76,2.758007117,0.21575985,0.6,0.66343715,9.0505,50.9,38.45,15.58,9.22,6.68,2.4,,,,,,,
H0183103,1331,1333,9,1,1,1,9,1,60.68,6,1,85,0,85,2.758007117,0.394511149,0.6,0.569702492,19.0738,141.08,31.53,81.33,13.51,19.05,2.4,,,,,,,
H0183105,1389,1391,9,1,1,3,5,1,50.35,6,1,85,0,85,2.758007117,0.497566252,1.6,0.712910402,15.5791,72.19,63.83,20.9,13.73,8.96,2.3,,,,,,,
H0183106,1422,1425,9,1,1,4,5,1,50.62,5,1,54,0,54,2.758007117,0.497566252,1.6,0.824880735,14.2332,89.03,73.19,68.79,13.2,17.6,2.4,,,,,,,
H0183107,843,843,9,3,2,7,8,1,62.58,5,1,23,0,23,4.026845638,2.3,0.6,0.694869861,11.5421,47.14,84.86,35.82,27.1,23.88,3.3,,,,,,,
H0183110,1365,1367,9,1,1,2,8,1,57.38,1,2,49,60,60,2.758007117,0.497566252,0.6,0.637642746,13.2109,80.58,27.04,24.33,7.8,23.23,2.4,,,,,,,
H0183111,1572,1574,9,1,1,4,8,1,54.41,2,3,35,46,46,2.758007117,0.497566252,0.6,0.794352303,12.9331,110.66,85.17,75.53,21.93,15.5,2.3,,,,,,,
H0183201,1586,1589,9,1,1,4,5,2,34.54,4,2,71,0,71,2.758007117,2.3,2,0.687343872,21.464,306.87,85.56,155.58,43.43,49.92,2.3,,,,,,,
H0183207,1573,1575,9,1,1,4,4,1,36.73,2,3,43,45,45,2.758007117,0.497566252,1.6,0.896268374,16.386,95.85,68.67,57.49,19.28,31.08,2.4,,,,,,,
H0183208,793,797,9,1,4,3,5,1,59.93,1,2,76,70,76,2.758007117,0.497566252,1.6,0.718721688,15.4032,72.81,61.63,24.96,15.41,6.24,2.4,,,,,,,
H0183303,1348,1350,9,1,1,4,2,1,50.01,1,2,51,43,51,4.026845638,0.278956944,2.1,0.814133171,30,189.98,87.95,129.24,22.71,25.76,2.7,,,,,,,
H0183306,1395,1397,9,1,1,3,5,1,45.44,6,1,69,0,69,2.758007117,0.497566252,1.6,0.722121057,15.8611,82.4,65.75,29.68,16.73,12.72,2.4,,,,,,,
H0183307,672,672,9,1,4,7,5,1,68.41,2,5,49,37,49,2.758007117,2.3,1.6,0,9.2812,50.01,159.32,98.53,36.95,24.63,2.3,,,,,,,
H0183404,1092,1094,9,1,1,4,7,1,55.92,1,2,74,70,74,2.758007117,0.673499268,1,0.717546624,16.1364,132.73,67.82,89.59,29.07,9.95,2.3,,,,,,,
H0183406,1264,1328,9,2,2,3,3,2,41.2,2,3,39,30,39,2.758007117,0.394511149,2.1,0.784560949,15.4027,91.47,67.73,26.74,19.85,17.83,2.4,,,,,,,
H0183407,1201,1203,9,2,1,5,5,1,51.94,1,2,70,67,70,2.758007117,0.673499268,1.6,0.607180315,14.0943,86.09,41,29.04,17.57,7.26,2.5,,,,,,,
H0183411,1041,1093,9,1,2,1,9,1,61.8,3,3,41,0,41,2.758007117,0.394511149,0.6,0.667313128,19.9219,83.79,60.84,19.99,13.11,8.57,2.3,,,,,,,
H0184106,1711,1711,9,1,1,7,9,1,75,1,2,58,49,58,2.758007117,2.3,0.6,0.971492241,14.6938,97.15,269.45,216.48,102.22,79.52,2.3,,,,,,,
H0184107,1437,1439,9,1,1,3,3,2,31.04,1,2,45,44,45,2.758007117,2.3,2.1,0.762117492,15.3599,76.48,18.8,91.98,8.06,13.59,2.5,,,,,,,
